序号,地址1,地址2,室,厅,面积,朝向,装修,楼层,年份,楼种,价格
1010,乾溪二村,大场镇,2,1,61.09,南,简装,2,1995,板楼,248
1011,前滩东方逸品,杨思前滩,2,2,89,南,精装,16,2018,塔楼,1350
1012,市光四村,中原,2,1,56.55,东南,精装,5,1995,板楼,299
1013,九城湖滨国际,九亭,2,2,86.59,南北,精装,13,2009,板楼,394
1014,瑞和华苑北区,闵浦,2,1,84.06,南,毛坯,7,2013,板楼,283
1015,市京一村,中原,2,1,58.4,南,精装,5,1997,板楼,336
1016,城东新村一村,夏阳,2,1,51.17,南北,毛坯,3,1987,板楼,150
1017,金衡公寓,万体馆,2,1,105.8,南,简装,14,2004,板楼,886
1018,三泾南宅,中山公园,1,1,38.71,南,简装,4,1995,板楼,278
1019,华高二村,高行,2,1,73.94,南,简装,5,1998,板楼,330
1020,济阳三村,世博,2,1,62,南,简装,5,1993,板楼,338
1021,梅陇三村,华东理工,2,1,51.13,南,简装,5,1993,板楼,263
1022,欣兰苑,宣桥,4,2,120.29,南北,精装,5,2007,板楼,240
1023,老西门新苑,老西门,1,2,84.33,南,精装,18,2006,板楼,850
1024,天山新苑,天山,3,1,105.19,南,简装,2,1999,板楼,720
1025,临港家园,临港新城,2,2,111.15,南,简装,3,2007,板楼,272
1026,复地御西郊,西郊,4,2,290.12,南,精装,4,2014,板楼,2599
1027,陆家嘴花园(一期),源深,4,2,156.45,南,精装,6,1999,板楼,1600
1028,鞍山五村,鞍山,2,1,62.36,南,精装,1,1995,板楼,455
1029,日月新苑,杨思前滩,2,2,90.63,南,简装,2,2002,板楼,575
1030,国定路601弄,五角场,1,1,36.95,南,简装,3,1984,板楼,227
1031,前滩东方逸品,杨思前滩,2,2,88,南,精装,16,2018,塔楼,1380
1032,华银坊,老闵行,2,2,82.29,南,毛坯,3,2005,板楼,290
1033,呼玛一村,张庙,2,1,55.41,南,简装,3,1992,板楼,240
1034,杨高南路2877弄,北蔡,2,1,55,南,精装,2,1994,板楼,345
1035,通河二村,通河,2,1,66.48,南,精装,10,1992,塔楼,340
1036,万兆家园(一期),七宝,3,2,121.59,南,精装,5,2001,板楼,728
1037,华泾五村,华泾,3,1,77.48,南北,简装,2,1997,板楼,420
1038,上海源花城,九亭,2,2,103.86,南,精装,3,2006,板楼,340
1039,中金海棠湾(公寓),周浦,3,2,102,南,简装,9,2016,板楼,520
1040,平南一二村,古美,2,1,70.5,南,简装,2,1994,板楼,460
1041,佳安公寓,徐家汇,3,2,120.84,南,简装,7,1998,板楼,930
1042,曹杨二村,曹杨,2,1,47.94,南北,简装,4,1980,板楼,275
1043,新舒苑,书院镇,3,2,124.7,南,精装,2,2007,板楼,213
1044,明园村小区,东外滩,2,0,47.06,南,毛坯,3,1976,板楼,314
1045,沁秋小区,北新泾,3,1,73.95,南,简装,5,1995,板楼,410
1046,星丰苑,莘庄,2,1,63,南,简装,2,1998,板楼,315
1047,品家都市星城,莘庄,3,2,118.57,南北,精装,8,2008,板楼,790
1048,通河六村,通河,2,1,70.17,南,精装,5,1996,板楼,315
1049,大连小区,临平路,2,2,74.03,东南西北,精装,6,1994,塔楼,515
1050,万达城市公寓,江桥,3,1,88.94,北南,简装,14,2010,板楼,465
1051,文通雅苑,周家嘴路,2,2,91.14,南,精装,4,2014,板楼,918
1052,星霞苑,仙霞,2,1,81.01,南,简装,5,1995,板楼,610
1053,富丽华大厦,淮海中路,2,1,79.95,南,精装,12,1990,塔楼,894
1054,滴水湖馨苑二期,临港新城,2,2,87.24,南,精装,4,2012,板楼,370
1055,江桥二村,江桥,2,1,70.81,南,毛坯,3,1994,板楼,265
1056,民庆家园,中原,3,2,96.28,南,简装,2,2003,板楼,630
1057,恒通公寓,鲁迅公园,2,2,97.47,南,精装,4,2000,塔楼,615
1058,通河六村,通河,2,1,70,南,简装,5,1994,板楼,287
1059,紫叶花园,北蔡,1,1,50.88,南,精装,5,1995,板楼,262
1060,环球翡翠湾花园(公寓),三林,3,2,125.78,南,精装,4,2006,板楼,785
1061,桂平小区,康健,2,1,67.57,南,精装,5,1996,板楼,463
1062,瑞虹新城怡庭,临平路,2,2,103.59,南,精装,7,2015,板楼,1279
1063,市光四村,中原,2,1,57.67,南,简装,5,1994,板楼,305
1064,万科城市花园,七宝,3,2,95.59,南,精装,4,1994,板楼,545
1065,人乐小区,松江老城,3,1,65.32,南,简装,3,1982,板楼,222
1066,大江苑,松江新城,2,2,91.21,南北,精装,2,2006,板楼,272
1067,淞南老五村,淞南,3,1,74.12,南北,简装,5,1999,板楼,298
1068,艾东小区,北蔡,1,1,45.63,南,简装,3,1995,板楼,245
1069,乐业二村,月浦,2,1,61.63,南,精装,5,1995,板楼,196
1070,城市经典四期高迪,张江,2,2,107.45,南北,其他,6,2007,板楼,720
1071,建德国际公寓,新江湾城,3,2,119.55,南,精装,6,2007,板楼,1060
1072,万科城,老闵行,3,2,87.71,南,精装,7,2016,板楼,375
1073,潍坊一村,潍坊,2,1,47.68,南,精装,5,1985,板楼,309
1074,海院小区,梅园,1,1,39.08,南,简装,5,1987,板楼,255
1075,今达花园,金桥,2,1,82.34,南北,简装,3,2001,板楼,495
1076,百汇园,徐汇滨江,3,1,185.15,南,毛坯,9,2008,板楼,1800
1077,锦华花园,北蔡,3,3,276.28,南,精装,3,1997,板楼,1536
1078,芳华公寓,长寿路,2,1,82.74,南,精装,3,1999,塔楼,653
1079,控江东三村,黄兴公园,1,0,34.7,南,简装,3,1993,板楼,205
1080,凯佳公寓一期,川沙,7,2,250,北南,简装,3,2015,板楼,820
1081,中环国际公寓(一期),共康,4,2,121.2,南,精装,4,2012,板楼,684
1082,大华锦绣华城(十四街区),北蔡,4,2,196.2,南,精装,4,2014,板楼,1800
1083,瀚林世家,曹家渡,1,1,57,南,精装,4,2006,板楼,812
1084,淡水湾花园,新天地,4,2,185.23,南北,精装,8,2007,板楼,2385
1085,华菁公寓,航华,3,2,136.12,南,简装,4,2000,塔楼,480
1086,新凯二期,泗泾,3,2,92.17,南北,精装,5,2009,板楼,298
1087,金峰大厦,不夜城,3,1,111.17,西,精装,5,1996,塔楼,650
1088,曹杨五月天,真如,3,2,118.91,南北,精装,11,2005,板楼,750
1089,三宝花苑,西藏北路,3,1,89.8,南,精装,6,1993,板楼,565
1090,东方知音苑,金杨,3,2,99.14,南,简装,2,2002,板楼,985
1091,新福康里(公寓),南京西路,3,2,102.33,南北,精装,2,2001,板楼,1090
1092,上置香岛原墅(公寓),罗店,3,2,146.12,南,精装,8,2012,板楼,550
1093,龙山新村,万体馆,1,1,38.41,南,精装,2,1980,板楼,316
1094,福华花苑,斜土路,2,2,97.96,南,简装,6,2001,塔楼,770
1095,芝巷小区,长风,3,1,76.73,南,简装,2,1993,板楼,512
1096,莘建一村,莘庄,1,1,34.14,南,简装,3,1981,板楼,195
1097,绿茵苑(闵行),莘庄,3,2,108.97,南,精装,4,1997,板楼,635
1098,贝尚湾(公寓),九亭,1,2,64.77,南,精装,8,2012,板楼,355
1099,新泾三村,北新泾,1,1,40.31,南,简装,2,1986,板楼,228
1100,华润外滩九里,黄浦滨江,3,2,244.25,南,精装,3,2011,板楼,3099
1101,圣和圣广场(公寓),西藏北路,2,2,83.56,南,简装,3,2008,板塔结合,762
1102,当代清水园,联洋,3,2,152.16,南北,精装,10,2003,板楼,1700
1103,中虹花园锦绣文华,凉城,3,2,140.97,南,精装,8,2005,板楼,1160
1104,虹凉馨苑,凉城,3,2,119.98,南,精装,13,2004,板楼,758
1105,牡丹小区(浦东),花木,1,1,32.31,南,精装,3,1995,板楼,275
1106,金杨路750弄,金杨,3,1,99.26,南北,精装,5,1996,板楼,575
1107,白金府邸,北外滩,4,2,207.49,南,精装,7,2005,板楼,1839
1108,三兴大楼,不夜城,2,1,76.74,西南,精装,19,1993,塔楼,505
1109,世茂滨江花园,陆家嘴,3,2,237.93,西,精装,39,2006,板楼,2500
1110,印象欧洲(公寓),华泾,4,2,175.4,南北,精装,39,2011,板楼,1368
1111,北中路280弄,北蔡,3,1,96.07,南北,简装,3,1994,板楼,463
1112,华阳路223号,中山公园,1,1,35.17,南,毛坯,2,1986,板楼,241
1113,明珠苑(浦东),洋泾,4,2,132.79,南,精装,5,1998,板楼,999
1114,蔷薇新村,春申,1,0,34.32,南,简装,2,1995,板楼,169
1115,金荣公寓,大宁,3,2,126.85,南北,简装,2,2005,板楼,1190
1116,五月花都荟豪庭,不夜城,3,2,141.7,南,精装,8,2011,板楼,1195
1117,安顺路231弄,新华路,1,0,33.58,南,简装,2,1981,板楼,205
1118,歌林春天馨园,大宁,2,2,96,南,简装,2,2002,板楼,870
1119,天安花园,联洋,3,2,114.11,南,精装,2,2000,板楼,1395
1120,凉东小区,凉城,3,1,72.02,南,简装,3,1993,板楼,430
1121,南星小区,西藏北路,2,1,65.9,西北,简装,3,1985,塔楼,410
1122,上海花城,中山公园,3,2,141.18,北南,简装,9,2000,板楼,1230
1123,乐业一村,月浦,3,1,71,南北,简装,2,1994,板楼,230
1124,大华锦绣华城(十九街区)(公寓),北蔡,3,2,129.41,西北南,精装,2,2006,板楼,980
1125,羽北小区,洋泾,3,2,77.72,南,简装,5,1995,板楼,680
1126,振宏小区,金虹桥,2,1,77.01,南,精装,5,1996,板楼,445
1127,徐汇馨苑,龙华,2,2,86.67,南,精装,6,2009,板楼,838
1128,晋元里,曹家渡,1,0,33.54,东北,精装,6,1983,板楼,234
1129,三花现代城(三期金兰苑),高境,2,1,91.35,南北,精装,9,2014,板楼,660
1130,宜川六村,甘泉宜川,1,0,30.66,南,简装,5,1984,板楼,145
1131,田林八村,田林,1,0,40.9,南,简装,3,1986,板楼,265
1132,大木桥路329号,斜土路,1,1,35.23,东,简装,6,1985,板楼,239
1133,双柏小区,吴泾,2,1,52,东南,简装,3,1994,板楼,164
1134,海伦都市佳苑,临平路,2,2,108.87,东南,精装,2,2002,板楼,880
1135,宜浩佳园,临港新城,1,2,74.76,南北,精装,2,2009,板楼,259
1136,保利金爵公寓,唐镇,2,2,81.37,南,精装,9,2009,板楼,470
1137,长桥八村,长桥,2,2,82.72,南,精装,5,1998,板楼,486
1138,汇成四村,上海南站,2,0,49.2,南,简装,5,1994,板楼,255
1139,御翠豪庭,古北,3,2,154.17,南,精装,22,2008,板楼,1750
1140,凯旋公寓,新华路,3,2,126.51,南,精装,4,1997,板楼,930
1141,鹤沙航城东茗苑,航头,1,1,54.48,南,毛坯,14,2012,板楼,179
1142,延西小区,新华路,2,1,57.1,南,精装,5,1989,板楼,338
1143,长海四村,中原,2,1,57.28,南北,简装,2,1995,板楼,324
1144,西凌新邨,蓬莱公园,1,1,49.76,北,简装,16,1994,塔楼,393
1145,镇宁路405弄,镇宁路,1,1,53.22,南,简装,6,1992,板楼,356
1146,天平小区,徐家汇,1,1,47.01,东,精装,5,1995,塔楼,542
1147,李园一村,嘉定老城,3,1,92.49,南,精装,5,1991,板楼,238
1148,长桥五村,长桥,2,1,68.01,南,精装,6,1990,塔楼,505
1149,丝庐雅苑(公寓),新场,2,2,88.77,南,精装,16,2012,板楼,268
1150,银春小区,颛桥,1,1,56,南北,精装,5,2004,板楼,199.5
1151,新虹桥首府(公寓),九亭,2,2,86.8,南,精装,5,2015,板楼,423
1152,日月光水岸花园(一期),张江,2,1,87.85,南,精装,10,2010,板楼,620
1153,文宝苑,顾村,2,1,75.55,南北,简装,3,2008,板楼,345
1154,桃园新城中城苑,周浦,2,1,71.76,南北,精装,2,2006,板楼,286
1155,逸翠公馆,世博,2,1,93.11,南,精装,19,2011,塔楼,680
1156,城建小区,周家嘴路,1,1,42.97,南,简装,3,1996,板楼,280
1157,六角大楼,老西门,2,2,105.99,东西,精装,10,1996,塔楼,785
1158,森林公馆,南翔,2,2,87.39,南北,精装,9,2010,板楼,450
1159,中东小区,新华路,2,1,51.37,南,简装,5,1980,板楼,312
1160,紫东新苑,松江新城,2,2,83.85,南北,精装,2,2005,板楼,285
1161,同润菲诗艾伦,泗泾,3,2,89.07,南,精装,4,2012,板楼,298
1162,崧泽华城佳福雅苑（五区）,赵巷,2,1,78.1,南,毛坯,14,2014,板楼,223
1163,潍坊九村,潍坊,1,1,36.84,南,精装,3,1986,板楼,385
1164,天宝恬苑,九亭,2,1,71.46,南,简装,2,2000,板楼,265
1165,西凌新邨,蓬莱公园,2,1,77.08,南,简装,8,1994,塔楼,630
1166,虹盛小区,唐镇,2,1,59.11,南北,精装,5,1996,板楼,190
1167,福鑫大楼,黄浦滨江,2,1,67.32,西北,精装,11,2002,塔楼,610
1168,金塔新村,颛桥,2,2,62.68,南北,精装,5,1994,板楼,212
1169,海棠馨苑南区,华新,2,1,67.12,南,毛坯,4,2015,板楼,229
1170,水语人家北苑,闵浦,2,1,73.8,南,毛坯,3,2009,板楼,248
1171,三林世博家园(新浦路251弄),杨思前滩,2,2,74.04,南,精装,5,2006,板楼,405
1172,新湖明珠城（一二期）,武宁,1,1,75.52,南,精装,8,2005,板楼,660
1173,金鹤新城城杰苑,江桥,1,2,52.83,南,精装,6,2008,板楼,225
1174,南泉小区,塘桥,2,1,56.84,南,简装,5,1989,板楼,325
1175,东昌新村,陆家嘴,2,1,48.7,南,简装,5,1982,板楼,480
1176,华东花苑,上海南站,2,1,84.06,南,精装,6,1996,板楼,408
1177,新里城和合苑,杨思前滩,2,2,74.92,南,简装,3,1999,板楼,565
1178,崧泽华城逸泰雅苑,赵巷,1,1,52.01,南,简装,4,2014,塔楼,163
1179,欣乐苑（东苑）,华新,1,1,55.47,南,精装,4,2013,板楼,172
1180,祁连三村,上大,2,1,49.12,南,简装,5,1997,板楼,207
1181,山龙新村,金山,2,2,82.54,南,精装,5,2000,平房,135
1182,思浦小区,杨思前滩,1,1,51.74,南,简装,5,1994,板楼,259
1183,铂金华府,大华,2,2,93.03,南,精装,11,2008,板楼,665
1184,金水苑,南桥,1,1,69.58,南,精装,5,2007,板楼,162.9
1185,晋元里,曹家渡,2,1,57.43,南,精装,5,1985,板楼,410
1186,博山小区,洋泾,1,1,37.62,南,简装,2,1987,板楼,249
1187,久阳文华府邸(公寓),松江新城,1,1,67.58,南,简装,2,2008,塔楼,193
1188,新顾村大家园B区,顾村,1,1,59.26,南,精装,3,2005,板楼,236
1189,吴东小区,徐家汇,1,1,38.96,南,简装,5,1991,板楼,226
1190,宜川一村,甘泉宜川,2,1,46.04,南北,精装,2,1981,板楼,268
1191,凯德嘉博名邸,世博,2,2,92.46,南西,精装,13,2013,板楼,785
1192,馨佳园(菊泉街1280弄),顾村,1,1,52.85,南,精装,3,2010,板楼,216
1193,永清二村,淞宝,1,1,40.07,南,简装,2,1993,板楼,160
1194,文宝苑,顾村,2,2,76.74,南北,简装,3,2008,板楼,355
1195,浦江世博家园七街坊,浦江,2,2,85.85,南北,毛坯,3,2006,板楼,415
1196,海尚名都,松江老城,2,2,88.69,南,精装,9,2014,板楼,308
1197,丰庄十四街坊,丰庄,1,1,45.74,南,精装,3,1998,板楼,215
1198,荣乐小区,松江老城,2,1,57,南,简装,5,1988,板楼,169
1199,华泾五村,华泾,2,1,60.42,南,简装,5,1997,板楼,296
1200,万科假日风景(公寓),莘庄,2,2,95.5,南,精装,9,2006,板楼,717
1201,德邑小城(公寓),松江新城,1,1,60.7,南,其他,6,2009,板楼,241
1202,五洲云景花苑,九亭,2,2,101.16,南,精装,8,2007,板楼,418
1203,朱行四村,梅陇,2,1,51.01,南北,精装,3,1994,板楼,260
1204,文馨苑,康健,1,1,53.92,南,精装,5,2000,板楼,450
1205,华高一村,高行,2,1,70.67,南,简装,4,1995,板楼,320
1206,万业紫辰苑,杨行,2,1,72.41,南,精装,22,2012,板楼,336
1207,江海花园,南桥,2,1,78.57,南,精装,5,1999,板楼,169.8
1208,华润置地橡树湾,新江湾城,1,2,62.59,南,简装,10,2009,板楼,780
1209,悦达花苑,中山公园,2,2,105.96,南,简装,4,1999,板楼,875
1210,双秀西园,康桥,2,2,79.84,南北,简装,6,2008,板楼,314
1211,甘泉三村,甘泉宜川,2,0,44.07,南,简装,2,1983,板楼,240
1212,繁荣华庭,周浦,2,1,93,南,精装,14,2016,板楼,485
1213,康桥水都(公寓),杨行,2,2,78.01,南,精装,9,2007,板楼,350
1214,众众德尚世嘉,颛桥,2,2,85.84,南,精装,3,2006,板楼,443
1215,同馨苑,唐镇,2,2,80,南北,简装,2,2006,板楼,290
1216,江中公寓,松江新城,2,2,86.74,南,简装,5,1999,板楼,278
1217,绿地海域笙晖(公寓),杨行,3,2,93.92,南,精装,4,2015,板楼,425
1218,文华苑(宝山),大华,1,1,53.16,南北,简装,5,1997,板楼,278
1219,控江路888弄,控江路,2,1,40.44,南,精装,4,1972,板楼,222
1220,海上硕和城,黄兴公园,1,1,63.52,南,精装,4,2008,板楼,620
1221,四平路幸福村,曲阳,1,0,34.55,南,精装,5,1989,板楼,200
1222,船舶新村,金桥,2,0,46.13,南,简装,4,1953,板楼,203
1223,新虹桥首府(公寓),九亭,2,1,82.73,南,精装,4,2011,板楼,390
1224,富友嘉园,江桥,2,2,72.61,南,精装,2,2005,板楼,275
1225,绿地香颂(奉贤)(公寓),海湾,2,1,62.25,东南,精装,6,2013,板楼,118
1226,荣盛名邸(公寓),莘闵别墅,2,2,87.46,南,简装,4,2006,板楼,295
1227,丰水宝邸(西苑),顾村,2,2,73.32,南,精装,4,2006,板楼,299
1228,东方城市花园(二期),南码头,2,1,78.25,南,精装,6,2005,板楼,650
1229,德州七村,世博,2,1,58.28,南,简装,3,1992,板楼,295
1230,上钢十村,世博,2,1,52.64,南北,精装,5,1986,板楼,282
1231,江南名庐,武宁,1,1,58.52,南,精装,22,2005,板楼,560
1232,铁路新村(杨浦),五角场,2,1,49.94,南,毛坯,5,1986,板楼,310
1233,城市名园,中原,2,1,82.41,西南,简装,8,2005,板楼,450
1234,控江七村,控江路,2,0,43.78,南,简装,2,1982,板楼,278
1235,新翔家园,南翔,2,1,69,南东南西南,精装,13,2012,暂无数据,316
1236,新宜小区,甘泉宜川,1,1,41.32,南,简装,5,1984,板楼,215
1237,浦江馨都,闵浦,2,2,77.32,南,简装,3,2013,板楼,265
1238,仁恒运杰河滨花园,夏阳,2,2,89.93,南,精装,4,2010,板楼,297
1239,峨山小区,塘桥,1,1,33.5,南,简装,2,1984,板楼,214
1240,润江花苑,泗泾,2,1,90.28,南,精装,12,2011,塔楼,275
1241,潍坊六村,潍坊,1,0,32.22,南,简装,3,1983,板楼,373
1242,江海新村,南桥,2,1,59.28,南,精装,5,1992,板楼,119
1243,万科清林径,新场,3,2,96.9,南北,精装,4,2012,板楼,325
1244,大华二村,大华,1,1,50,南北,简装,5,1996,板楼,264
1245,塘和家园德悦苑,泗泾,2,1,69.25,南,毛坯,16,2015,塔楼,196
1246,宜浩佳园,临港新城,1,2,77,南北,精装,3,2009,板楼,258
1247,翠苑(东区),朱家角,2,1,92.49,南,精装,2,2010,板楼,225
1248,流晶逸彩,金虹桥,3,2,104.83,南,精装,7,2002,板楼,660
1249,长顺坊,康健,2,1,55.84,南,简装,5,1994,板楼,428
1250,黄浦花园,张江,2,1,85.57,南,简装,5,1995,板楼,345
1251,中环国际公寓(二期),共康,3,2,108.62,南,简装,14,2015,板楼,639
1252,浦城小区,陆家嘴,3,1,73.52,南,简装,2,1993,板楼,533
1253,绿地东岸涟城,临港新城,2,2,84,南,毛坯,2,2009,板楼,238
1254,翠竹苑,三林,2,2,66.5,南,简装,5,1997,板楼,325
1255,三盛颐景园(公寓),九亭,2,2,98.82,南,简装,5,2006,板楼,325
1256,新高苑(四期),高行,2,2,86.21,南,简装,3,2013,板楼,398
1257,杉林新月环林东路879弄,三林,2,1,70.99,南北,精装,5,2004,板楼,416
1258,华光花园,金虹桥,3,2,95.4,南,简装,3,1995,板楼,595
1259,李园一村,嘉定老城,2,1,68.68,南,精装,3,1991,板楼,200
1260,虹日小区,虹桥,1,0,30.69,南,精装,5,1985,板楼,203
1261,新虹桥首府(公寓),九亭,3,2,124.88,南,精装,5,2015,板楼,565
1262,旭辉玫瑰湾,盈浦,3,2,90.07,南,简装,4,2012,板楼,308
1263,莱诗邸,徐家汇,3,2,133,南,精装,8,2005,板楼,1518
1264,番禺大厦,新华路,3,2,153.75,南,简装,7,1999,塔楼,820
1265,临港家园,临港新城,3,2,121.62,南北,精装,3,2007,板楼,275
1266,红旗四街坊,老闵行,2,2,76.72,南,精装,2,2000,板楼,237
1267,连城新苑,高行,2,2,93.48,南北,精装,3,2006,板楼,495
1268,绿川小区,北蔡,2,1,62.73,南北,简装,5,1996,板楼,268
1269,江南清漪园,惠南,3,2,139.41,南北,精装,4,2004,板楼,305
1270,绿城玉兰花园(一期),唐镇,3,2,187.33,南北,精装,10,2013,板楼,1480
1271,丽园公寓,蓬莱公园,3,1,91.37,南,精装,3,1998,板楼,860
1272,羽北小区,洋泾,3,2,88.39,南北,简装,5,1998,板楼,760
1273,大华锦绣华城(一街区),北蔡,2,2,71.77,北南,精装,2,2008,板楼,530
1274,樱花园(徐汇),康健,2,1,56.01,南,毛坯,3,1993,板楼,348
1275,紫荆四村,安亭,3,1,78.95,南,简装,5,1994,板楼,193
1276,八方小区,大宁,2,1,84.54,南,简装,2,1995,板楼,660
1277,南大街22弄,真如,1,1,39.67,南,精装,3,1981,板楼,225
1278,欣春苑,宣桥,2,2,105.73,南北,精装,9,2009,板楼,206.9
1279,桂林苑,漕河泾,2,1,60.27,南西,简装,5,1995,板楼,445
1280,永德小区,吴泾,2,1,60.96,南,毛坯,3,1994,板楼,211
1281,怡乐公寓,天山,2,2,90.74,南,精装,3,1998,板楼,685
1282,江南山水,金桥,2,2,95.48,南,简装,6,2001,板楼,650
1283,当代高邸,上大,3,1,90.76,南,精装,3,2003,板楼,455
1284,翠春小区,北新泾,2,1,66.21,南,简装,5,1996,板楼,360
1285,高荣小区,曹家渡,2,1,77.87,西,精装,12,1992,塔楼,525
1286,氯碱小区,吴泾,2,1,56.95,南,简装,3,1988,板楼,175
1287,寿山坊,康健,2,1,63.42,南,简装,5,1989,板楼,390
1288,罗阳七村(华宝小区),梅陇,2,2,79.59,南,简装,6,1996,板楼,380
1289,丰庄四村,丰庄,2,1,58.45,南北,简装,5,1996,板楼,256
1290,上海绿城,杨东,2,2,98.64,南,精装,10,2007,板楼,950
1291,蓝色收获龙宇路999弄,金山,2,2,97.61,南,简装,3,2008,板楼,180
1292,古美七村,古美,2,1,76.76,南,精装,9,1995,塔楼,450
1293,极景易家,曹路,2,2,92.15,南北,简装,5,2004,板楼,358
1294,爱博七村,华漕,1,1,58.74,南,精装,10,2013,板楼,245
1295,东园一村,陆家嘴,1,1,47.42,南,毛坯,6,1989,塔楼,455
1296,象屿都城,九亭,2,2,88.74,南,精装,6,2011,板楼,352
1297,东方帕堤欧,顾村,4,2,89.85,南北,简装,11,2010,板楼,398
1298,金硕河畔景园南区,闵浦,3,2,98.03,南,精装,8,2014,板楼,335
1299,美罗家园金丰苑,罗店,2,1,78,南,毛坯,9,2015,板楼,215
1300,梅花新村(花木),花木,2,1,56.8,南北,简装,3,1995,板楼,424
1301,浦发博园(公寓),三林,2,2,91.29,南,简装,4,2009,板楼,625
1302,界龙花苑,川沙,3,2,85.98,南,简装,1,1998,板楼,345
1303,贝港北区（一区）,南桥,3,1,84.47,南,简装,2,1995,板楼,171
